Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Country,City,State,Region,Sales,Quantity,Discount,Profit
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,OFF-BI-10001634,United States,Los Angeles,California,West,11.648,2.0,0.2,4.2224
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,TEC-AC-10003027,United States,Los Angeles,California,West,90.57,3.0,0.0,11.7741
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,FUR-BO-10004834,United States,Philadelphia,Pennsylvania,East,3083.43,7.0,0.5,-1665.0522
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,OFF-BI-10000474,United States,Philadelphia,Pennsylvania,East,9.618,2.0,0.7,-7.0532
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,FUR-FU-10004848,United States,Philadelphia,Pennsylvania,East,124.2,3.0,0.2,15.525
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,OFF-EN-10001509,United States,Philadelphia,Pennsylvania,East,3.264,2.0,0.2,1.1016
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,OFF-AR-10004042,United States,Philadelphia,Pennsylvania,East,86.304,6.0,0.2,9.7092
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,OFF-BI-10001525,United States,Philadelphia,Pennsylvania,East,6.858,6.0,0.7,-5.715
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,OFF-AR-10001683,United States,Philadelphia,Pennsylvania,East,15.76,2.0,0.2,3.546
CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,OFF-PA-10000249,United States,Houston,Texas,Central,29.472,3.0,0.2,9.9468
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,TEC-PH-10004977,United States,Richardson,Texas,Central,1097.544,7.0,0.2,123.4737
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,FUR-FU-10003664,United States,Richardson,Texas,Central,190.92,5.0,0.6,-147.963
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,OFF-EN-10002986,United States,Houston,Texas,Central,113.328,9.0,0.2,35.415
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,FUR-BO-10002545,United States,Houston,Texas,Central,532.3992,3.0,0.32,-46.9764
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,FUR-CH-10004218,United States,Houston,Texas,Central,212.058,3.0,0.3,-15.147
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,TEC-PH-10000486,United States,Houston,Texas,Central,371.168,4.0,0.2,41.7564
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,TEC-PH-10004093,United States,Naperville,Illinois,Central,147.168,4.0,0.2,16.5564
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,OFF-ST-10003479,United States,Los Angeles,California,West,77.88,2.0,0.0,3.894
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,OFF-ST-10003282,United States,Melbourne,Florida,South,95.616,2.0,0.2,9.5616
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,TEC-AC-10000171,United States,Eagan,Minnesota,Central,45.98,2.0,0.0,19.7714
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,OFF-BI-10003291,United States,Eagan,Minnesota,Central,17.46,2.0,0.0,8.2062
CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,OFF-ST-10001713,United States,Westland,Michigan,Central,211.96,4.0,0.0,8.4784
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,TEC-AC-10002167,United States,Dover,Delaware,East,45.0,3.0,0.0,4.95
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,TEC-PH-10003988,United States,Dover,Delaware,East,21.8,2.0,0.0,6.104
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,OFF-BI-10004410,United States,New Albany,Indiana,Central,38.22,6.0,0.0,17.9634
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,OFF-LA-10002762,United States,New Albany,Indiana,Central,75.18,6.0,0.0,35.3346
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,FUR-FU-10001706,United States,New Albany,Indiana,Central,6.16,2.0,0.0,2.9568
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,FUR-CH-10003061,United States,New Albany,Indiana,Central,89.99,1.0,0.0,17.0981
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,OFF-FA-10000304,United States,New York City,New York,East,15.26,7.0,0.0,6.2566
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,TEC-PH-10002447,United States,New York City,New York,East,1029.95,5.0,0.0,298.6855
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-ST-10000604,United States,Troy,New York,East,208.56,6.0,0.0,52.14
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-PA-10001569,United States,Troy,New York,East,32.4,5.0,0.0,15.552
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,FUR-CH-10003968,United States,Troy,New York,East,319.41,5.0,0.1,7.098
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-PA-10000587,United States,Troy,New York,East,14.56,2.0,0.0,6.9888
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,TEC-AC-10002167,United States,Troy,New York,East,30.0,2.0,0.0,3.3
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-BI-10001460,United States,Troy,New York,East,48.48,4.0,0.2,16.362
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-AR-10001868,United States,Troy,New York,East,1.68,1.0,0.0,0.84
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,TEC-AC-10004633,United States,Los Angeles,California,West,13.98,2.0,0.0,6.1512
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,OFF-BI-10001078,United States,Los Angeles,California,West,25.824,6.0,0.2,9.3612
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,OFF-PA-10003892,United States,Los Angeles,California,West,146.73,3.0,0.0,68.9631
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,FUR-FU-10000397,United States,Los Angeles,California,West,79.76,4.0,0.0,22.3328
US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,FUR-CH-10001146,United States,Chicago,Illinois,Central,213.115,5.0,0.3,-15.2225
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,OFF-AR-10002671,United States,Gilbert,Arizona,West,1113.024,8.0,0.2,111.3024
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,TEC-PH-10002726,United States,Gilbert,Arizona,West,167.968,4.0,0.2,62.988
CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,OFF-PA-10000482,United States,Springfield,Virginia,South,75.88,2.0,0.0,35.6636
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,OFF-BI-10004654,United States,New York City,New York,East,4.616,1.0,0.2,1.731
CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,OFF-PA-10004675,United States,Jackson,Michigan,Central,19.05,3.0,0.0,8.763
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,FUR-CH-10000513,United States,Memphis,Tennessee,South,831.936,8.0,0.2,-114.3912
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,FUR-FU-10003708,United States,Memphis,Tennessee,South,97.04,2.0,0.2,1.213
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,OFF-ST-10004123,United States,Memphis,Tennessee,South,72.784,1.0,0.2,-18.196
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,OFF-BI-10004182,United States,Houston,Texas,Central,1.248,3.0,0.8,-1.9344
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,FUR-FU-10000260,United States,Houston,Texas,Central,9.708,3.0,0.6,-5.8248
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,OFF-ST-10000615,United States,Houston,Texas,Central,27.24,3.0,0.2,2.724
US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,FUR-FU-10003194,United States,Houston,Texas,Central,19.3,5.0,0.6,-14.475
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,OFF-AP-10002118,United States,Decatur,Alabama,South,208.16,1.0,0.0,56.2032
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,OFF-BI-10002309,United States,Decatur,Alabama,South,16.74,3.0,0.0,8.0352
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,OFF-AR-10002053,United States,San Francisco,California,West,14.9,5.0,0.0,4.172
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,OFF-ST-10002370,United States,San Francisco,California,West,21.39,1.0,0.0,6.2031
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,OFF-EN-10000927,United States,Durham,North Carolina,South,200.984,7.0,0.2,62.8075
US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,OFF-ST-10003656,United States,Chicago,Illinois,Central,230.376,3.0,0.2,-48.9549
CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,FUR-CH-10000863,United States,Columbia,South Carolina,South,301.96,2.0,0.0,33.2156
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,TEC-AC-10001998,United States,Rochester,Minnesota,Central,19.99,1.0,0.0,6.7966
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,OFF-LA-10000134,United States,Rochester,Minnesota,Central,6.16,2.0,0.0,2.9568
CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,OFF-ST-10003442,United States,Houston,Texas,Central,158.368,7.0,0.2,13.8572
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,OFF-AR-10004930,United States,Los Angeles,California,West,20.1,3.0,0.0,6.633
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,TEC-PH-10004093,United States,Los Angeles,California,West,73.584,2.0,0.2,8.2782
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,OFF-PA-10000304,United States,Los Angeles,California,West,6.48,1.0,0.0,3.1104
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,OFF-PA-10003177,United States,Minneapolis,Minnesota,Central,12.96,2.0,0.0,6.2208
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,FUR-FU-10003799,United States,Minneapolis,Minnesota,Central,53.34,3.0,0.0,16.5354
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,OFF-BI-10002852,United States,Minneapolis,Minnesota,Central,32.96,2.0,0.0,16.1504
US-2017-109484,2017-11-06,2017-11-12,Standard Class,RB-19705,OFF-BI-10004738,United States,Portland,Oregon,West,5.682,1.0,0.7,-3.788
CA-2017-161018,2017-11-09,2017-11-11,Second Class,PN-18775,FUR-FU-10000629,United States,New York City,New York,East,96.53,7.0,0.0,40.5426
CA-2017-157833,2017-06-17,2017-06-20,First Class,KD-16345,OFF-BI-10001721,United States,San Francisco,California,West,51.312,3.0,0.2,17.9592
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,ER-13855,OFF-AP-10000358,United States,Saint Paul,Minnesota,Central,77.88,6.0,0.0,22.5852
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,OFF-PA-10003256,United States,Chicago,Illinois,Central,64.624,7.0,0.2,22.6184
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,TEC-AC-10001767,United States,Chicago,Illinois,Central,95.976,3.0,0.2,-10.7973
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,OFF-BI-10002609,United States,Chicago,Illinois,Central,1.788,3.0,0.8,-3.0396
CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,OFF-PA-10004040,United States,Rochester,Minnesota,Central,23.92,4.0,0.0,11.7208
US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,TEC-AC-10001552,United States,Aurora,Colorado,West,238.896,6.0,0.2,-26.8758
US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,FUR-FU-10004006,United States,Aurora,Colorado,West,102.36,3.0,0.2,-3.8385
US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,OFF-BI-10002794,United States,Aurora,Colorado,West,36.882,3.0,0.7,-25.8174
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,TEC-AC-10003499,United States,Charlotte,North Carolina,South,74.112,8.0,0.2,17.6016
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,TEC-PH-10002844,United States,Charlotte,North Carolina,South,27.992,1.0,0.2,2.0994
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,OFF-AR-10000390,United States,Charlotte,North Carolina,South,3.304,1.0,0.2,1.0738
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,PA-19060,TEC-AC-10000844,United States,Orland Park,Illinois,Central,339.96,5.0,0.2,67.992
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,CV-12805,FUR-FU-10001934,United States,New York City,New York,East,41.96,2.0,0.0,10.9096
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,OFF-AR-10000380,United States,Urbandale,Iowa,Central,75.96,2.0,0.0,22.788
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,OFF-BI-10003981,United States,Urbandale,Iowa,Central,27.24,6.0,0.0,13.3476
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-FA-10000621,United States,Columbus,Ohio,East,40.096,14.0,0.2,14.5348
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-EN-10002600,United States,Columbus,Ohio,East,4.72,2.0,0.2,1.652
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-PA-10004965,United States,Columbus,Ohio,East,23.976,3.0,0.2,7.4925
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-EN-10002504,United States,Columbus,Ohio,East,130.464,6.0,0.2,44.0316
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,DK-13090,FUR-TA-10001768,United States,Seattle,Washington,West,787.53,3.0,0.0,165.3813
US-2015-136476,2015-04-05,2015-04-10,Standard Class,GG-14650,OFF-BI-10003650,United States,Bristol,Tennessee,South,157.794,1.0,0.7,-115.7156
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,FUR-FU-10002157,United States,Wilmington,Delaware,East,47.04,3.0,0.0,18.3456
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-BI-10003910,United States,Wilmington,Delaware,East,30.84,4.0,0.0,13.878
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-ST-10000777,United States,Wilmington,Delaware,East,226.56,6.0,0.0,63.4368
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-EN-10002500,United States,Wilmington,Delaware,East,115.02,9.0,0.0,51.759
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,TEC-PH-10003875,United States,Wilmington,Delaware,East,68.04,7.0,0.0,19.7316
US-2014-152030,2014-12-26,2014-12-28,Second Class,AD-10180,FUR-CH-10004063,United States,Houston,Texas,Central,600.558,3.0,0.3,-8.5794
US-2014-134614,2014-09-20,2014-09-25,Standard Class,PF-19165,FUR-TA-10004534,United States,Bloomington,Illinois,Central,617.7,6.0,0.5,-407.682
US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,OFF-BI-10003274,United States,Phoenix,Arizona,West,2.388,2.0,0.7,-1.8308
US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,OFF-ST-10002974,United States,Phoenix,Arizona,West,243.992,7.0,0.2,30.499
US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,FUR-CH-10001146,United States,Los Angeles,California,West,81.424,2.0,0.2,-9.1602
US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,FUR-FU-10003773,United States,Los Angeles,California,West,238.56,3.0,0.0,26.2416
US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,TEC-PH-10002293,United States,Columbus,Ohio,East,59.97,5.0,0.4,-11.994
US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,OFF-PA-10002377,United States,Columbus,Ohio,East,78.304,2.0,0.2,29.364
US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,OFF-FA-10002780,United States,Columbus,Ohio,East,21.456,9.0,0.2,6.9732
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-PA-10001804,United States,Roseville,California,West,20.04,3.0,0.0,9.6192
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-PA-10001736,United States,Roseville,California,West,35.44,1.0,0.0,16.6568
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-AR-10001149,United States,Roseville,California,West,11.52,4.0,0.0,3.456
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-FA-10002988,United States,Roseville,California,West,4.02,2.0,0.0,1.9698
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-BI-10004781,United States,Roseville,California,West,76.176,3.0,0.2,26.6616
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-SU-10001218,United States,Roseville,California,West,65.88,6.0,0.0,18.4464
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,FUR-FU-10001706,United States,Roseville,California,West,43.12,14.0,0.0,20.6976
CA-2016-110366,2016-09-05,2016-09-07,Second Class,JD-15895,FUR-FU-10004848,United States,Philadelphia,Pennsylvania,East,82.8,2.0,0.2,10.35
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-AR-10000940,United States,San Francisco,California,West,8.82,3.0,0.0,2.3814
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-EN-10004030,United States,San Francisco,California,West,10.86,3.0,0.0,5.1042
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-PA-10004327,United States,San Francisco,California,West,143.7,3.0,0.0,68.976
CA-2017-155376,2017-12-22,2017-12-27,Standard Class,SG-20080,OFF-AP-10001058,United States,Independence,Missouri,Central,839.43,3.0,0.0,218.2518
CA-2015-110744,2015-09-07,2015-09-12,Standard Class,HA-14920,OFF-ST-10003656,United States,Pasadena,California,West,671.93,7.0,0.0,20.1579
CA-2014-110072,2014-10-22,2014-10-28,Standard Class,MG-17680,FUR-FU-10000521,United States,Newark,Ohio,East,93.888,4.0,0.2,12.9096
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,TEC-PH-10000215,United States,Franklin,Wisconsin,Central,384.45,11.0,0.0,103.8015
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,TEC-PH-10001448,United States,Franklin,Wisconsin,Central,149.97,3.0,0.0,5.9988
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,FUR-CH-10000454,United States,Franklin,Wisconsin,Central,1951.84,8.0,0.0,585.552
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,OFF-BI-10002735,United States,Franklin,Wisconsin,Central,171.55,5.0,0.0,80.6285
CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,OFF-AP-10000326,United States,Scottsdale,Arizona,West,157.92,5.0,0.2,17.766
CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,TEC-PH-10001254,United States,Scottsdale,Arizona,West,203.184,2.0,0.2,15.2388
CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-PA-10001950,United States,San Jose,California,West,58.38,7.0,0.0,26.271
CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-PA-10002254,United States,San Jose,California,West,105.52,4.0,0.0,48.5392
CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-ST-10001590,United States,San Jose,California,West,80.88,6.0,0.0,21.0288
CA-2015-118948,2015-05-28,2015-06-03,Standard Class,NK-18490,OFF-AR-10001547,United States,Seattle,Washington,West,6.63,3.0,0.0,1.7901
CA-2014-104269,2014-03-01,2014-03-06,Second Class,DB-13060,FUR-CH-10004063,United States,Seattle,Washington,West,457.568,2.0,0.2,51.4764
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,NP-18670,OFF-LA-10002475,United States,Edmond,Oklahoma,Central,14.62,2.0,0.0,6.8714
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,NP-18670,TEC-PH-10004536,United States,Edmond,Oklahoma,Central,944.93,7.0,0.0,236.2325
CA-2016-162733,2016-05-11,2016-05-12,First Class,TT-21070,OFF-PA-10002751,United States,Los Angeles,California,West,5.98,1.0,0.0,2.691
CA-2015-119697,2015-12-28,2015-12-31,Second Class,EM-13960,TEC-AC-10003657,United States,Philadelphia,Pennsylvania,East,54.384,2.0,0.2,1.3596
CA-2016-154508,2016-11-16,2016-11-20,Standard Class,RD-19900,OFF-EN-10001990,United States,Carlsbad,New Mexico,West,28.4,5.0,0.0,13.348
CA-2016-113817,2016-11-07,2016-11-11,Standard Class,MJ-17740,OFF-BI-10004002,United States,Seattle,Washington,West,27.68,2.0,0.2,9.688
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-AR-10004441,United States,San Antonio,Texas,Central,9.936,3.0,0.2,2.7324
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,TEC-MA-10000822,United States,San Antonio,Texas,Central,8159.952,8.0,0.4,-1359.992
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-ST-10000991,United States,San Antonio,Texas,Central,275.928,3.0,0.2,-58.6347
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,FUR-CH-10004287,United States,San Antonio,Texas,Central,1740.06,9.0,0.3,-24.858
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-AR-10002656,United States,San Antonio,Texas,Central,32.064,6.0,0.2,6.8136
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-AP-10002518,United States,San Antonio,Texas,Central,177.98,5.0,0.8,-453.849
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,TEC-PH-10003931,United States,San Antonio,Texas,Central,143.976,3.0,0.2,8.9985
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,OFF-PA-10000659,United States,Los Angeles,California,West,20.94,3.0,0.0,9.8418
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,OFF-PA-10001144,United States,Los Angeles,California,West,110.96,2.0,0.0,53.2608
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,FUR-CH-10003817,United States,Los Angeles,California,West,340.144,7.0,0.2,21.259
US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,OFF-AP-10000891,United States,Chicago,Illinois,Central,52.448,2.0,0.8,-131.12
US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,OFF-LA-10003148,United States,Chicago,Illinois,Central,20.16,4.0,0.2,6.552
US-2017-152366,2017-04-21,2017-04-25,Second Class,SJ-20500,OFF-AP-10002684,United States,Houston,Texas,Central,97.264,4.0,0.8,-243.16
US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,FUR-CH-10004698,United States,Newark,Ohio,East,396.802,7.0,0.3,-11.3372
US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,OFF-SU-10002189,United States,Newark,Ohio,East,15.88,5.0,0.2,-3.7715
